theme,literature,number,chosen,difficulty
"Енергія. Робота. Потенціальні(не) сили","Задачи по физике И. И. Воробьев, П. И. Зубков, Г. А. Кутузова, О. Я. Савченко, А. М. Трубачев, В. Г. Харитонов",2.3.23,False,
"Енергія. Робота. Потенціальні(не) сили","Задачи по физике И. И. Воробьев, П. И. Зубков, Г. А. Кутузова, О. Я. Савченко, А. М. Трубачев, В. Г. Харитонов",2.3.24,True,0
"Енергія. Робота. Потенціальні(не) сили","Задачи по физике И. И. Воробьев, П. И. Зубков, Г. А. Кутузова, О. Я. Савченко, А. М. Трубачев, В. Г. Харитонов",2.3.25,False,
"Енергія. Робота. Потенціальні(не) сили","Задачи по физике И. И. Воробьев, П. И. Зубков, Г. А. Кутузова, О. Я. Савченко, А. М. Трубачев, В. Г. Харитонов",2.3.26,False,
"Енергія. Робота. Потенціальні(не) сили","Задачи по физике И. И. Воробьев, П. И. Зубков, Г. А. Кутузова, О. Я. Савченко, А. М. Трубачев, В. Г. Харитонов",2.3.27,True,0
"Енергія. Робота. Потенціальні(не) сили","Задачи по физике И. И. Воробьев, П. И. Зубков, Г. А. Кутузова, О. Я. Савченко, А. М. Трубачев, В. Г. Харитонов",2.3.28,True,2
"Енергія. Робота. Потенціальні(не) сили","Задачи по физике И. И. Воробьев, П. И. Зубков, Г. А. Кутузова, О. Я. Савченко, А. М. Трубачев, В. Г. Харитонов",2.3.29,True,1
"Енергія. Робота. Потенціальні(не) сили","Задачи по физике И. И. Воробьев, П. И. Зубков, Г. А. Кутузова, О. Я. Савченко, А. М. Трубачев, В. Г. Харитонов",2.3.30,True,0
"Енергія. Робота. Потенціальні(не) сили","Задачи по физике И. И. Воробьев, П. И. Зубков, Г. А. Кутузова, О. Я. Савченко, А. М. Трубачев, В. Г. Харитонов",2.3.31,False,
"Енергія. Робота. Потенціальні(не) сили","Задачи по физике И. И. Воробьев, П. И. Зубков, Г. А. Кутузова, О. Я. Савченко, А. М. Трубачев, В. Г. Харитонов",2.3.32,True,3
"Енергія. Робота. Потенціальні(не) сили","Задачи по физике И. И. Воробьев, П. И. Зубков, Г. А. Кутузова, О. Я. Савченко, А. М. Трубачев, В. Г. Харитонов",2.3.33,True,3
"Енергія. Робота. Потенціальні(не) сили","Задачи по физике И. И. Воробьев, П. И. Зубков, Г. А. Кутузова, О. Я. Савченко, А. М. Трубачев, В. Г. Харитонов",2.3.34,False,
"Енергія. Робота. Потенціальні(не) сили","Задачи по физике И. И. Воробьев, П. И. Зубков, Г. А. Кутузова, О. Я. Савченко, А. М. Трубачев, В. Г. Харитонов",2.3.35,True,0
"Енергія. Робота. Потенціальні(не) сили","Задачи по физике И. И. Воробьев, П. И. Зубков, Г. А. Кутузова, О. Я. Савченко, А. М. Трубачев, В. Г. Харитонов",2.3.36,True,1
"Енергія. Робота. Потенціальні(не) сили","Задачи по физике И. И. Воробьев, П. И. Зубков, Г. А. Кутузова, О. Я. Савченко, А. М. Трубачев, В. Г. Харитонов",2.3.37,True,0
"Енергія. Робота. Потенціальні(не) сили","Задачи по физике И. И. Воробьев, П. И. Зубков, Г. А. Кутузова, О. Я. Савченко, А. М. Трубачев, В. Г. Харитонов",2.3.38,False,
"Енергія. Робота. Потенціальні(не) сили","Задачи по физике И. И. Воробьев, П. И. Зубков, Г. А. Кутузова, О. Я. Савченко, А. М. Трубачев, В. Г. Харитонов",2.3.39,False,
"Енергія. Робота. Потенціальні(не) сили","Задачи по физике И. И. Воробьев, П. И. Зубков, Г. А. Кутузова, О. Я. Савченко, А. М. Трубачев, В. Г. Харитонов",2.3.40,True,0
"Енергія. Робота. Потенціальні(не) сили","Задачи по физике И. И. Воробьев, П. И. Зубков, Г. А. Кутузова, О. Я. Савченко, А. М. Трубачев, В. Г. Харитонов",2.3.41,False,
"Енергія. Робота. Потенціальні(не) сили","Задачи по физике И. И. Воробьев, П. И. Зубков, Г. А. Кутузова, О. Я. Савченко, А. М. Трубачев, В. Г. Харитонов",2.3.42,False,
"Енергія. Робота. Потенціальні(не) сили","Задачи по физике И. И. Воробьев, П. И. Зубков, Г. А. Кутузова, О. Я. Савченко, А. М. Трубачев, В. Г. Харитонов",2.3.43,True,0
"Енергія. Робота. Потенціальні(не) сили","Задачи по физике И. И. Воробьев, П. И. Зубков, Г. А. Кутузова, О. Я. Савченко, А. М. Трубачев, В. Г. Харитонов",2.3.44,False,
"Енергія. Робота. Потенціальні(не) сили","Задачи по физике И. И. Воробьев, П. И. Зубков, Г. А. Кутузова, О. Я. Савченко, А. М. Трубачев, В. Г. Харитонов",2.3.45,False,
"Енергія. Робота. Потенціальні(не) сили","Задачи по физике И. И. Воробьев, П. И. Зубков, Г. А. Кутузова, О. Я. Савченко, А. М. Трубачев, В. Г. Харитонов",2.3.46,False,
"Енергія. Робота. Потенціальні(не) сили","Задачи по физике И. И. Воробьев, П. И. Зубков, Г. А. Кутузова, О. Я. Савченко, А. М. Трубачев, В. Г. Харитонов",2.3.47,False,
"Енергія. Робота. Потенціальні(не) сили","Задачи по физике И. И. Воробьев, П. И. Зубков, Г. А. Кутузова, О. Я. Савченко, А. М. Трубачев, В. Г. Харитонов",2.3.48,True,1
"Енергія. Робота. Потенціальні(не) сили","Задачи по физике И. И. Воробьев, П. И. Зубков, Г. А. Кутузова, О. Я. Савченко, А. М. Трубачев, В. Г. Харитонов",2.3.49,True,0
"Енергія. Робота. Потенціальні(не) сили","Задачи по физике И. И. Воробьев, П. И. Зубков, Г. А. Кутузова, О. Я. Савченко, А. М. Трубачев, В. Г. Харитонов",2.4.1,False,
"Енергія. Робота. Потенціальні(не) сили","Задачи по физике И. И. Воробьев, П. И. Зубков, Г. А. Кутузова, О. Я. Савченко, А. М. Трубачев, В. Г. Харитонов",2.4.2,True,0
"Енергія. Робота. Потенціальні(не) сили","Задачи по физике И. И. Воробьев, П. И. Зубков, Г. А. Кутузова, О. Я. Савченко, А. М. Трубачев, В. Г. Харитонов",2.4.3,True,1
"Енергія. Робота. Потенціальні(не) сили","Задачи по физике И. И. Воробьев, П. И. Зубков, Г. А. Кутузова, О. Я. Савченко, А. М. Трубачев, В. Г. Харитонов",2.4.4,True,2
"Енергія. Робота. Потенціальні(не) сили","Задачи по физике И. И. Воробьев, П. И. Зубков, Г. А. Кутузова, О. Я. Савченко, А. М. Трубачев, В. Г. Харитонов",2.4.5,True,0
"Енергія. Робота. Потенціальні(не) сили","Задачи по физике И. И. Воробьев, П. И. Зубков, Г. А. Кутузова, О. Я. Савченко, А. М. Трубачев, В. Г. Харитонов",2.4.6,False,
"Енергія. Робота. Потенціальні(не) сили","Задачи по физике И. И. Воробьев, П. И. Зубков, Г. А. Кутузова, О. Я. Савченко, А. М. Трубачев, В. Г. Харитонов",2.4.7,False,
"Енергія. Робота. Потенціальні(не) сили","Задачи по физике И. И. Воробьев, П. И. Зубков, Г. А. Кутузова, О. Я. Савченко, А. М. Трубачев, В. Г. Харитонов",2.4.8,False,
"Енергія. Робота. Потенціальні(не) сили","Задачи по физике И. И. Воробьев, П. И. Зубков, Г. А. Кутузова, О. Я. Савченко, А. М. Трубачев, В. Г. Харитонов",2.4.9,True,1
"Енергія. Робота. Потенціальні(не) сили","Задачи по физике И. И. Воробьев, П. И. Зубков, Г. А. Кутузова, О. Я. Савченко, А. М. Трубачев, В. Г. Харитонов",2.4.10,False,
"Енергія. Робота. Потенціальні(не) сили","Задачи по физике И. И. Воробьев, П. И. Зубков, Г. А. Кутузова, О. Я. Савченко, А. М. Трубачев, В. Г. Харитонов",2.4.11,True,0
"Енергія. Робота. Потенціальні(не) сили","Задачи по физике И. И. Воробьев, П. И. Зубков, Г. А. Кутузова, О. Я. Савченко, А. М. Трубачев, В. Г. Харитонов",2.4.12,True,3
"Енергія. Робота. Потенціальні(не) сили","Задачи по физике И. И. Воробьев, П. И. Зубков, Г. А. Кутузова, О. Я. Савченко, А. М. Трубачев, В. Г. Харитонов",2.4.13,True,2
"Енергія. Робота. Потенціальні(не) сили","Задачи по физике И. И. Воробьев, П. И. Зубков, Г. А. Кутузова, О. Я. Савченко, А. М. Трубачев, В. Г. Харитонов",2.4.14,True,2
"Енергія. Робота. Потенціальні(не) сили","Задачи по физике И. И. Воробьев, П. И. Зубков, Г. А. Кутузова, О. Я. Савченко, А. М. Трубачев, В. Г. Харитонов",2.4.15,False,
"Енергія. Робота. Потенціальні(не) сили","Задачи по физике И. И. Воробьев, П. И. Зубков, Г. А. Кутузова, О. Я. Савченко, А. М. Трубачев, В. Г. Харитонов",2.4.16,False,
"Енергія. Робота. Потенціальні(не) сили","Задачи по физике И. И. Воробьев, П. И. Зубков, Г. А. Кутузова, О. Я. Савченко, А. М. Трубачев, В. Г. Харитонов",2.4.17,False,
"Енергія. Робота. Потенціальні(не) сили","Задачи по физике И. И. Воробьев, П. И. Зубков, Г. А. Кутузова, О. Я. Савченко, А. М. Трубачев, В. Г. Харитонов",2.4.18,True,0
"Енергія. Робота. Потенціальні(не) сили","Задачи по физике И. И. Воробьев, П. И. Зубков, Г. А. Кутузова, О. Я. Савченко, А. М. Трубачев, В. Г. Харитонов",2.4.19,False,
"Енергія. Робота. Потенціальні(не) сили","Задачи по физике И. И. Воробьев, П. И. Зубков, Г. А. Кутузова, О. Я. Савченко, А. М. Трубачев, В. Г. Харитонов",2.4.20,True,2
"Енергія. Робота. Потенціальні(не) сили","Задачи по физике И. И. Воробьев, П. И. Зубков, Г. А. Кутузова, О. Я. Савченко, А. М. Трубачев, В. Г. Харитонов",2.4.21,True,1
"Енергія. Робота. Потенціальні(не) сили","Задачи по физике И. И. Воробьев, П. И. Зубков, Г. А. Кутузова, О. Я. Савченко, А. М. Трубачев, В. Г. Харитонов",2.4.22,True,2
"Енергія. Робота. Потенціальні(не) сили","Задачи по физике И. И. Воробьев, П. И. Зубков, Г. А. Кутузова, О. Я. Савченко, А. М. Трубачев, В. Г. Харитонов",2.4.23,False,
"Енергія. Робота. Потенціальні(не) сили","Задачи по физике И. И. Воробьев, П. И. Зубков, Г. А. Кутузова, О. Я. Савченко, А. М. Трубачев, В. Г. Харитонов",2.4.24,False,
"Енергія. Робота. Потенціальні(не) сили","Задачи по физике И. И. Воробьев, П. И. Зубков, Г. А. Кутузова, О. Я. Савченко, А. М. Трубачев, В. Г. Харитонов",2.4.25,False,
"Енергія. Робота. Потенціальні(не) сили","Задачи по физике И. И. Воробьев, П. И. Зубков, Г. А. Кутузова, О. Я. Савченко, А. М. Трубачев, В. Г. Харитонов",2.4.26,True,1
"Енергія. Робота. Потенціальні(не) сили","Задачи по физике И. И. Воробьев, П. И. Зубков, Г. А. Кутузова, О. Я. Савченко, А. М. Трубачев, В. Г. Харитонов",2.4.27,True,0
"Енергія. Робота. Потенціальні(не) сили","Задачи по физике И. И. Воробьев, П. И. Зубков, Г. А. Кутузова, О. Я. Савченко, А. М. Трубачев, В. Г. Харитонов",2.4.28,True,1
"Енергія. Робота. Потенціальні(не) сили","Задачи по физике И. И. Воробьев, П. И. Зубков, Г. А. Кутузова, О. Я. Савченко, А. М. Трубачев, В. Г. Харитонов",2.4.29,True,0
"Енергія. Робота. Потенціальні(не) сили","Задачи по физике И. И. Воробьев, П. И. Зубков, Г. А. Кутузова, О. Я. Савченко, А. М. Трубачев, В. Г. Харитонов",2.4.30,False,
"Енергія. Робота. Потенціальні(не) сили","Задачи по физике И. И. Воробьев, П. И. Зубков, Г. А. Кутузова, О. Я. Савченко, А. М. Трубачев, В. Г. Харитонов",2.4.31,True,0
"Енергія. Робота. Потенціальні(не) сили","Задачи по физике И. И. Воробьев, П. И. Зубков, Г. А. Кутузова, О. Я. Савченко, А. М. Трубачев, В. Г. Харитонов",2.4.32,False,
"Енергія. Робота. Потенціальні(не) сили","Задачи по физике И. И. Воробьев, П. И. Зубков, Г. А. Кутузова, О. Я. Савченко, А. М. Трубачев, В. Г. Харитонов",2.4.33,False,
"Енергія. Робота. Потенціальні(не) сили","Задачи по физике И. И. Воробьев, П. И. Зубков, Г. А. Кутузова, О. Я. Савченко, А. М. Трубачев, В. Г. Харитонов",2.4.34,True,0
"Енергія. Робота. Потенціальні(не) сили","Задачи по физике И. И. Воробьев, П. И. Зубков, Г. А. Кутузова, О. Я. Савченко, А. М. Трубачев, В. Г. Харитонов",2.4.35,False,
Статика,"1001 задача по физике с решениями И.М.Гельфгат, Л.Э.Генденштейн, Л.А.Кирик",5.1,False,
Статика,"1001 задача по физике с решениями И.М.Гельфгат, Л.Э.Генденштейн, Л.А.Кирик",5.2,False,
Статика,"1001 задача по физике с решениями И.М.Гельфгат, Л.Э.Генденштейн, Л.А.Кирик",5.3,False,
Статика,"1001 задача по физике с решениями И.М.Гельфгат, Л.Э.Генденштейн, Л.А.Кирик",5.4,True,3
Статика,"1001 задача по физике с решениями И.М.Гельфгат, Л.Э.Генденштейн, Л.А.Кирик",5.5,False,
Статика,"1001 задача по физике с решениями И.М.Гельфгат, Л.Э.Генденштейн, Л.А.Кирик",5.6,False,
Статика,"1001 задача по физике с решениями И.М.Гельфгат, Л.Э.Генденштейн, Л.А.Кирик",5.7,False,
Статика,"1001 задача по физике с решениями И.М.Гельфгат, Л.Э.Генденштейн, Л.А.Кирик",5.8,False,
Статика,"1001 задача по физике с решениями И.М.Гельфгат, Л.Э.Генденштейн, Л.А.Кирик",5.9,True,1
Статика,"1001 задача по физике с решениями И.М.Гельфгат, Л.Э.Генденштейн, Л.А.Кирик",5.10,False,
Статика,"1001 задача по физике с решениями И.М.Гельфгат, Л.Э.Генденштейн, Л.А.Кирик",5.11,False,
Статика,"1001 задача по физике с решениями И.М.Гельфгат, Л.Э.Генденштейн, Л.А.Кирик",5.12,False,
Статика,"1001 задача по физике с решениями И.М.Гельфгат, Л.Э.Генденштейн, Л.А.Кирик",5.13,True,1
Статика,"1001 задача по физике с решениями И.М.Гельфгат, Л.Э.Генденштейн, Л.А.Кирик",5.14,False,
Статика,"1001 задача по физике с решениями И.М.Гельфгат, Л.Э.Генденштейн, Л.А.Кирик",5.15,False,
Статика,"1001 задача по физике с решениями И.М.Гельфгат, Л.Э.Генденштейн, Л.А.Кирик",5.16,False,
Статика,"1001 задача по физике с решениями И.М.Гельфгат, Л.Э.Генденштейн, Л.А.Кирик",5.17,False,
Статика,"1001 задача по физике с решениями И.М.Гельфгат, Л.Э.Генденштейн, Л.А.Кирик",5.18,False,
Статика,"1001 задача по физике с решениями И.М.Гельфгат, Л.Э.Генденштейн, Л.А.Кирик",5.19,False,
Статика,"1001 задача по физике с решениями И.М.Гельфгат, Л.Э.Генденштейн, Л.А.Кирик",5.20,False,
Статика,"1001 задача по физике с решениями И.М.Гельфгат, Л.Э.Генденштейн, Л.А.Кирик",5.21,False,
Статика,"1001 задача по физике с решениями И.М.Гельфгат, Л.Э.Генденштейн, Л.А.Кирик",5.22,False,
Статика,"1001 задача по физике с решениями И.М.Гельфгат, Л.Э.Генденштейн, Л.А.Кирик",5.23,True,0
Статика,"1001 задача по физике с решениями И.М.Гельфгат, Л.Э.Генденштейн, Л.А.Кирик",5.24,True,1
Статика,"1001 задача по физике с решениями И.М.Гельфгат, Л.Э.Генденштейн, Л.А.Кирик",5.25,False,
Статика,"1001 задача по физике с решениями И.М.Гельфгат, Л.Э.Генденштейн, Л.А.Кирик",5.26,True,2
Статика,"1001 задача по физике с решениями И.М.Гельфгат, Л.Э.Генденштейн, Л.А.Кирик",5.27,False,
Статика,"1001 задача по физике с решениями И.М.Гельфгат, Л.Э.Генденштейн, Л.А.Кирик",5.28,False,
Статика,"1001 задача по физике с решениями И.М.Гельфгат, Л.Э.Генденштейн, Л.А.Кирик",5.29,False,
Статика,"1001 задача по физике с решениями И.М.Гельфгат, Л.Э.Генденштейн, Л.А.Кирик",5.30,True,1
Статика,"1001 задача по физике с решениями И.М.Гельфгат, Л.Э.Генденштейн, Л.А.Кирик",5.31,False,
Статика,"1001 задача по физике с решениями И.М.Гельфгат, Л.Э.Генденштейн, Л.А.Кирик",5.32,False,
Статика,"1001 задача по физике с решениями И.М.Гельфгат, Л.Э.Генденштейн, Л.А.Кирик",5.33,False,
Статика,"1001 задача по физике с решениями И.М.Гельфгат, Л.Э.Генденштейн, Л.А.Кирик",5.34,False,
Статика,"1001 задача по физике с решениями И.М.Гельфгат, Л.Э.Генденштейн, Л.А.Кирик",5.35,False,
Статика,"1001 задача по физике с решениями И.М.Гельфгат, Л.Э.Генденштейн, Л.А.Кирик",5.36,False,
Статика,"1001 задача по физике с решениями И.М.Гельфгат, Л.Э.Генденштейн, Л.А.Кирик",5.37,True,0
Статика,"1001 задача по физике с решениями И.М.Гельфгат, Л.Э.Генденштейн, Л.А.Кирик",5.38,False,
Статика,"1001 задача по физике с решениями И.М.Гельфгат, Л.Э.Генденштейн, Л.А.Кирик",5.39,True,1
Статика,"1001 задача по физике с решениями И.М.Гельфгат, Л.Э.Генденштейн, Л.А.Кирик",5.40,False,
Статика,"1001 задача по физике с решениями И.М.Гельфгат, Л.Э.Генденштейн, Л.А.Кирик",5.41,True,2
Статика,"1001 задача по физике с решениями И.М.Гельфгат, Л.Э.Генденштейн, Л.А.Кирик",5.42,True,2
Статика,Фізика. Олімпіадні задачі. 7-8 класи С. У. Гончаренко Є. В. Коршак,31,False,
Статика,Фізика. Олімпіадні задачі. 7-8 класи С. У. Гончаренко Є. В. Коршак,32,True,0
Статика,Фізика. Олімпіадні задачі. 7-8 класи С. У. Гончаренко Є. В. Коршак,33,False,
Статика,Фізика. Олімпіадні задачі. 7-8 класи С. У. Гончаренко Є. В. Коршак,34,True,1
Статика,Фізика. Олімпіадні задачі. 7-8 класи С. У. Гончаренко Є. В. Коршак,35,False,
Статика,Фізика. Олімпіадні задачі. 7-8 класи С. У. Гончаренко Є. В. Коршак,36,True,1
Статика,Фізика. Олімпіадні задачі. 7-8 класи С. У. Гончаренко Є. В. Коршак,38,True,0
Статика,Физика. 8 класс: Сборник задач И. Ю. Ненашев,14.1,False,
Статика,Физика. 8 класс: Сборник задач И. Ю. Ненашев,14.2,False,
Статика,Физика. 8 класс: Сборник задач И. Ю. Ненашев,14.3,False,
Статика,Физика. 8 класс: Сборник задач И. Ю. Ненашев,14.4,False,
Статика,Физика. 8 класс: Сборник задач И. Ю. Ненашев,14.5,False,
Статика,Физика. 8 класс: Сборник задач И. Ю. Ненашев,14.6,False,
Статика,Физика. 8 класс: Сборник задач И. Ю. Ненашев,14.7,False,
Статика,Физика. 8 класс: Сборник задач И. Ю. Ненашев,14.8,False,
Статика,Физика. 8 класс: Сборник задач И. Ю. Ненашев,14.9,False,
Статика,Физика. 8 класс: Сборник задач И. Ю. Ненашев,14.10,False,
Статика,Физика. 8 класс: Сборник задач И. Ю. Ненашев,14.11,False,
Статика,Физика. 8 класс: Сборник задач И. Ю. Ненашев,14.12,False,
Статика,Физика. 8 класс: Сборник задач И. Ю. Ненашев,14.13,False,
Статика,Физика. 8 класс: Сборник задач И. Ю. Ненашев,14.14,False,
Статика,Физика. 8 класс: Сборник задач И. Ю. Ненашев,14.15,False,
Статика,Физика. 8 класс: Сборник задач И. Ю. Ненашев,14.16,False,
Статика,Физика. 8 класс: Сборник задач И. Ю. Ненашев,14.17,False,
Статика,Физика. 8 класс: Сборник задач И. Ю. Ненашев,14.18,True,0
Статика,Физика. 8 класс: Сборник задач И. Ю. Ненашев,14.19,False,
Статика,Физика. 8 класс: Сборник задач И. Ю. Ненашев,14.20,True,0
Статика,Физика. 8 класс: Сборник задач И. Ю. Ненашев,14.21,True,0
Статика,Физика. 8 класс: Сборник задач И. Ю. Ненашев,14.22,False,
Статика,Физика. 8 класс: Сборник задач И. Ю. Ненашев,14.23,False,
Статика,Физика. 8 класс: Сборник задач И. Ю. Ненашев,14.24,False,
Статика,"Задачи по физике И.Ш. Слободецкий, Л.Г. Асламазов, библиотечка Квант",50,False,
Статика,"Задачи по физике И.Ш. Слободецкий, Л.Г. Асламазов, библиотечка Квант",51,True,1
Статика,"Задачи по физике И.Ш. Слободецкий, Л.Г. Асламазов, библиотечка Квант",52,False,
Статика,"Задачи по физике И.Ш. Слободецкий, Л.Г. Асламазов, библиотечка Квант",53,True,0
Статика,"Задачи по физике И.Ш. Слободецкий, Л.Г. Асламазов, библиотечка Квант",54,False,
Статика,"Задачи по физике И.Ш. Слободецкий, Л.Г. Асламазов, библиотечка Квант",56,False,
Статика,"Задачи по физике И.Ш. Слободецкий, Л.Г. Асламазов, библиотечка Квант",57,False,
Статика,"Раз задача, два задача А.И. Буздин, А.Р.Зильберман, С.С.Кротов, библиотечка Квант",1.55,False,
Статика,"Раз задача, два задача А.И. Буздин, А.Р.Зильберман, С.С.Кротов, библиотечка Квант",1.58,True,2
Статика,"Раз задача, два задача А.И. Буздин, А.Р.Зильберман, С.С.Кротов, библиотечка Квант",1.59,True,1
Статика,"Раз задача, два задача А.И. Буздин, А.Р.Зильберман, С.С.Кротов, библиотечка Квант",1.60,False,
Статика,"Раз задача, два задача А.И. Буздин, А.Р.Зильберман, С.С.Кротов, библиотечка Квант",1.61,False,
Статика,"Раз задача, два задача А.И. Буздин, А.Р.Зильберман, С.С.Кротов, библиотечка Квант",1.62,False,
Статика,"Раз задача, два задача А.И. Буздин, А.Р.Зильберман, С.С.Кротов, библиотечка Квант",1.64,True,2
Статика,"Раз задача, два задача А.И. Буздин, А.Р.Зильберман, С.С.Кротов, библиотечка Квант",1.65,True,1
Статика,"Раз задача, два задача А.И. Буздин, А.Р.Зильберман, С.С.Кротов, библиотечка Квант",1.66,False,
Статика,Физика. 8 класс: Сборник задач И. Ю. Ненашев,13.1,False,
Статика,Физика. 8 класс: Сборник задач И. Ю. Ненашев,13.2,False,
Статика,Физика. 8 класс: Сборник задач И. Ю. Ненашев,13.3,False,
Статика,Физика. 8 класс: Сборник задач И. Ю. Ненашев,13.4,False,
Статика,Физика. 8 класс: Сборник задач И. Ю. Ненашев,13.5,False,
Статика,Физика. 8 класс: Сборник задач И. Ю. Ненашев,13.6,False,
Статика,Физика. 8 класс: Сборник задач И. Ю. Ненашев,13.7,False,
Статика,Физика. 8 класс: Сборник задач И. Ю. Ненашев,13.8,False,
Статика,Физика. 8 класс: Сборник задач И. Ю. Ненашев,13.9,False,
Статика,Физика. 8 класс: Сборник задач И. Ю. Ненашев,13.10,False,
Статика,Физика. 8 класс: Сборник задач И. Ю. Ненашев,13.11,False,
Статика,Физика. 8 класс: Сборник задач И. Ю. Ненашев,13.12,False,
Статика,Физика. 8 класс: Сборник задач И. Ю. Ненашев,13.13,False,
Статика,Физика. 8 класс: Сборник задач И. Ю. Ненашев,13.14,False,
Статика,Физика. 8 класс: Сборник задач И. Ю. Ненашев,13.15,False,
Статика,Физика. 8 класс: Сборник задач И. Ю. Ненашев,13.16,False,
Статика,Физика. 8 класс: Сборник задач И. Ю. Ненашев,13.17,False,
Статика,Физика. 8 класс: Сборник задач И. Ю. Ненашев,13.18,False,
Статика,Физика. 8 класс: Сборник задач И. Ю. Ненашев,13.19,False,
Статика,Физика. 8 класс: Сборник задач И. Ю. Ненашев,13.20,False,
Статика,Физика. 8 класс: Сборник задач И. Ю. Ненашев,13.21,False,
Статика,Физика. 8 класс: Сборник задач И. Ю. Ненашев,13.22,False,
Закони Ньютона. Сили,"1001 задача по физике с решениями И.М.Гельфгат, Л.Э.Генденштейн, Л.А.Кирик",2.1,False,
Закони Ньютона. Сили,"1001 задача по физике с решениями И.М.Гельфгат, Л.Э.Генденштейн, Л.А.Кирик",2.2,True,0
Закони Ньютона. Сили,"1001 задача по физике с решениями И.М.Гельфгат, Л.Э.Генденштейн, Л.А.Кирик",2.3,True,0
Закони Ньютона. Сили,"1001 задача по физике с решениями И.М.Гельфгат, Л.Э.Генденштейн, Л.А.Кирик",2.4,False,
Закони Ньютона. Сили,"1001 задача по физике с решениями И.М.Гельфгат, Л.Э.Генденштейн, Л.А.Кирик",2.5,False,
Закони Ньютона. Сили,"1001 задача по физике с решениями И.М.Гельфгат, Л.Э.Генденштейн, Л.А.Кирик",2.6,False,
Закони Ньютона. Сили,"1001 задача по физике с решениями И.М.Гельфгат, Л.Э.Генденштейн, Л.А.Кирик",2.7,False,
Закони Ньютона. Сили,"1001 задача по физике с решениями И.М.Гельфгат, Л.Э.Генденштейн, Л.А.Кирик",2.8,False,
Закони Ньютона. Сили,"1001 задача по физике с решениями И.М.Гельфгат, Л.Э.Генденштейн, Л.А.Кирик",2.9,False,
Закони Ньютона. Сили,"1001 задача по физике с решениями И.М.Гельфгат, Л.Э.Генденштейн, Л.А.Кирик",2.10,False,
Закони Ньютона. Сили,"1001 задача по физике с решениями И.М.Гельфгат, Л.Э.Генденштейн, Л.А.Кирик",2.11,False,
Закони Ньютона. Сили,"1001 задача по физике с решениями И.М.Гельфгат, Л.Э.Генденштейн, Л.А.Кирик",2.12,False,
Закони Ньютона. Сили,"1001 задача по физике с решениями И.М.Гельфгат, Л.Э.Генденштейн, Л.А.Кирик",2.13,False,
Закони Ньютона. Сили,"1001 задача по физике с решениями И.М.Гельфгат, Л.Э.Генденштейн, Л.А.Кирик",2.14,False,
Закони Ньютона. Сили,"1001 задача по физике с решениями И.М.Гельфгат, Л.Э.Генденштейн, Л.А.Кирик",2.15,True,1
Закони Ньютона. Сили,"1001 задача по физике с решениями И.М.Гельфгат, Л.Э.Генденштейн, Л.А.Кирик",2.16,False,
Закони Ньютона. Сили,"1001 задача по физике с решениями И.М.Гельфгат, Л.Э.Генденштейн, Л.А.Кирик",2.17,False,
Закони Ньютона. Сили,"1001 задача по физике с решениями И.М.Гельфгат, Л.Э.Генденштейн, Л.А.Кирик",2.18,True,2
Закони Ньютона. Сили,"1001 задача по физике с решениями И.М.Гельфгат, Л.Э.Генденштейн, Л.А.Кирик",2.19,True,1
Закони Ньютона. Сили,"1001 задача по физике с решениями И.М.Гельфгат, Л.Э.Генденштейн, Л.А.Кирик",2.20,False,
Закони Ньютона. Сили,"1001 задача по физике с решениями И.М.Гельфгат, Л.Э.Генденштейн, Л.А.Кирик",2.21,True,0
Закони Ньютона. Сили,"1001 задача по физике с решениями И.М.Гельфгат, Л.Э.Генденштейн, Л.А.Кирик",2.22,False,
Закони Ньютона. Сили,"1001 задача по физике с решениями И.М.Гельфгат, Л.Э.Генденштейн, Л.А.Кирик",2.23,False,
Закони Ньютона. Сили,"1001 задача по физике с решениями И.М.Гельфгат, Л.Э.Генденштейн, Л.А.Кирик",2.24,False,
Закони Ньютона. Сили,"1001 задача по физике с решениями И.М.Гельфгат, Л.Э.Генденштейн, Л.А.Кирик",2.25,False,
Закони Ньютона. Сили,"1001 задача по физике с решениями И.М.Гельфгат, Л.Э.Генденштейн, Л.А.Кирик",2.26,False,
Закони Ньютона. Сили,"1001 задача по физике с решениями И.М.Гельфгат, Л.Э.Генденштейн, Л.А.Кирик",2.27,False,
Закони Ньютона. Сили,"1001 задача по физике с решениями И.М.Гельфгат, Л.Э.Генденштейн, Л.А.Кирик",2.28,True,2
Закони Ньютона. Сили,"1001 задача по физике с решениями И.М.Гельфгат, Л.Э.Генденштейн, Л.А.Кирик",2.29,True,1
Закони Ньютона. Сили,"1001 задача по физике с решениями И.М.Гельфгат, Л.Э.Генденштейн, Л.А.Кирик",2.30,False,
Закони Ньютона. Сили,"1001 задача по физике с решениями И.М.Гельфгат, Л.Э.Генденштейн, Л.А.Кирик",2.31,False,
Закони Ньютона. Сили,"1001 задача по физике с решениями И.М.Гельфгат, Л.Э.Генденштейн, Л.А.Кирик",2.32,False,
Закони Ньютона. Сили,"1001 задача по физике с решениями И.М.Гельфгат, Л.Э.Генденштейн, Л.А.Кирик",2.33,False,
Закони Ньютона. Сили,"1001 задача по физике с решениями И.М.Гельфгат, Л.Э.Генденштейн, Л.А.Кирик",2.34,False,
